-82.869,40.814,0.0,1.944,0.469,0.001
-82.869,42.792,0.0,1.947,0.457,-0.001
-82.869,44.77,0.0,1.95,0.445,-0.009
-82.869,46.748,0.0,1.952,0.435,-0.02
-82.869,48.726,0.0,1.953,0.429,-0.024
-82.869,50.704,0.0,1.954,0.425,-0.017
-82.869,52.682,0.0,1.955,0.421,-0.004
-80.875,36.859,0.0,1.944,0.471,0.006
-80.875,38.836,0.0,1.949,0.45,0.025
-80.875,40.814,0.0,1.955,0.42,0.031
-80.875,42.792,0.0,1.962,0.386,0.008
-80.875,44.77,0.0,1.968,0.352,-0.045
-80.875,46.748,0.0,1.97,0.327,-0.108
-80.875,48.726,0.0,1.968,0.323,-0.156
-80.875,50.704,0.0,1.964,0.338,-0.163
-80.875,52.682,0.0,1.963,0.363,-0.126
-80.875,54.66,0.0,1.962,0.381,-0.063
-80.875,56.638,0.0,1.963,0.385,-0.01
-78.882,34.881,0.0,1.946,0.462,0.027
-78.882,36.859,0.0,1.952,0.428,0.093
-78.882,38.836,0.0,1.957,0.38,0.155
-78.882,40.814,0.0,1.967,0.32,0.169
-78.882,42.792,0.0,1.983,0.237,0.11
-78.882,44.77,0.0,1.995,0.133,-0.021
-78.882,46.748,0.0,1.99,0.037,-0.193
-78.882,48.726,0.0,1.968,0.0,-0.356
-78.882,50.704,0.0,1.948,0.048,-0.449
-78.882,52.682,0.0,1.947,0.153,-0.433
-78.882,54.66,0.0,1.958,0.26,-0.317
-78.882,56.638,0.0,1.966,0.328,-0.16
-78.882,58.616,0.0,1.968,0.352,-0.037
-76.888,32.903,0.0,1.947,0.457,0.041
-76.888,34.881,0.0,1.949,0.416,0.17
-76.888,36.859,0.0,1.936,0.367,0.343
-76.888,38.836,0.0,1.913,0.322,0.488
-76.888,40.814,0.0,1.909,0.259,0.537
-76.888,42.792,0.0,1.942,0.112,0.463
-76.888,44.77,0.0,1.975,-0.149,0.28
-76.888,46.748,0.0,1.947,-0.457,0.007
-76.888,48.726,0.0,1.857,-0.662,-0.333
-76.888,50.704,0.0,1.777,-0.641,-0.657
-76.888,52.682,0.0,1.777,-0.401,-0.826
-76.888,54.66,0.0,1.85,-0.086,-0.755
-76.888,56.638,0.0,1.928,0.157,-0.509
-76.888,58.616,0.0,1.966,0.282,-0.232
-76.888,60.594,0.0,1.974,0.321,-0.045
-74.895,30.925,0.0,1.947,0.458,0.026
-74.895,32.903,0.0,1.947,0.417,0.191
-74.895,34.881,0.0,1.906,0.368,0.479
-74.895,36.859,0.0,1.791,0.37,0.81
-74.895,38.836,0.0,1.644,0.453,1.045
-74.895,40.814,0.0,1.594,0.522,1.09
-74.895,42.792,0.0,1.685,0.384,1.007
-74.895,44.77,0.0,1.784,-0.038,0.904
-74.895,46.748,0.0,1.736,-0.646,0.754
-74.895,48.726,0.0,1.519,-1.233,0.413
-74.895,50.704,0.0,1.271,-1.533,-0.193
-74.895,52.682,0.0,1.213,-1.343,-0.852
-74.895,54.66,0.0,1.42,-0.786,-1.169
-74.895,56.638,0.0,1.714,-0.224,-1.005
-74.895,58.616,0.0,1.906,0.119,-0.595
-74.895,60.594,0.0,1.971,0.26,-0.22
-74.895,62.572,0.0,1.978,0.293,-0.021
-72.902,28.947,0.0,1.946,0.46,0.001
-72.902,30.925,0.0,1.949,0.428,0.129
-72.902,32.903,0.0,1.91,0.371,0.464
-72.902,34.881,0.0,1.719,0.366,0.954
-72.902,36.859,0.0,1.323,0.554,1.394
-72.902,38.836,0.0,0.941,0.956,1.483
-72.902,40.814,0.0,0.934,1.269,1.232
-72.902,42.792,0.0,1.246,1.173,1.035
-72.902,44.77,0.0,1.504,0.718,1.105
-72.902,46.748,0.0,1.499,0.061,1.323
-72.902,48.726,0.0,1.193,-0.742,1.423
-72.902,50.704,0.0,0.671,-1.563,1.052
-72.902,52.682,0.0,0.283,-1.98,0.036
-72.902,54.66,0.0,0.481,-1.619,-1.071
-72.902,56.638,0.0,1.132,-0.811,-1.436
-72.902,58.616,0.0,1.685,-0.163,-1.065
-72.902,60.594,0.0,1.928,0.151,-0.51
-72.902,62.572,0.0,1.98,0.252,-0.126
-70.908,15.101,0.0,1.939,0.49,0.001
-70.908,17.079,0.0,1.943,0.476,0.003
-70.908,19.057,0.0,1.947,0.457,-0.003
-70.908,21.035,0.0,1.951,0.44,-0.018
-70.908,23.013,0.0,1.953,0.43,-0.035
-70.908,24.991,0.0,1.953,0.429,-0.043
-70.908,26.969,0.0,1.952,0.435,-0.035
-70.908,28.947,0.0,1.951,0.441,-0.015
-70.908,28.947,0.0,1.95,0.442,0.034
-70.908,30.925,0.0,1.951,0.44,0.0
-70.908,30.925,0.0,1.939,0.39,0.298
-70.908,32.903,0.0,1.789,0.332,0.83
-70.908,34.881,0.0,1.28,0.423,1.477
-70.908,36.859,0.0,0.433,0.893,1.737
-70.908,38.836,0.0,-0.043,1.596,1.205
-70.908,40.814,0.0,0.366,1.906,0.481
-70.908,42.792,0.0,1.055,1.674,0.293
-70.908,44.77,0.0,1.454,1.255,0.557
-70.908,46.748,0.0,1.514,0.826,1.013
-70.908,48.726,0.0,1.254,0.293,1.53
-70.908,50.704,0.0,0.596,-0.51,1.84
-70.908,52.682,0.0,-0.318,-1.467,1.321
-70.908,54.66,0.0,-0.658,-1.875,-0.224
-70.908,56.638,0.0,0.141,-1.32,-1.495
-70.908,58.616,0.0,1.221,-0.495,-1.504
-70.908,60.594,0.0,1.806,0.002,-0.86
-70.908,62.572,0.0,1.969,0.192,-0.291
-70.908,64.55,0.0,1.986,0.237,-0.023
-68.915,11.145,0.0,1.939,0.491,0.0
-68.915,13.123,0.0,1.943,0.474,0.016
-68.915,15.101,0.0,1.952,0.435,0.041
-68.915,17.079,0.0,1.962,0.383,0.047
-68.915,19.057,0.0,1.973,0.325,0.017
-68.915,21.035,0.0,1.981,0.272,-0.049
-68.915,23.013,0.0,1.981,0.24,-0.129
-68.915,24.991,0.0,1.976,0.244,-0.192
-68.915,26.969,0.0,1.969,0.284,-0.208
-68.915,28.947,0.0,1.964,0.34,-0.167
-68.915,28.947,0.0,1.954,0.418,0.093
-68.915,30.925,0.0,1.96,0.386,-0.091
-68.915,30.925,0.0,1.906,0.347,0.495
-68.915,32.903,0.0,1.958,0.409,-0.021
-68.915,32.903,0.0,1.572,0.284,1.203
-68.915,34.881,0.0,0.613,0.451,1.85
-68.915,36.859,0.0,-0.634,1.105,1.542
-68.915,38.836,0.0,-0.764,1.831,0.255
-68.915,40.814,0.0,0.282,1.91,-0.521
-68.915,42.792,0.0,1.199,1.55,-0.402
-68.915,44.77,0.0,1.599,1.201,0.016
-68.915,46.748,0.0,1.678,0.982,0.47
-68.915,48.726,0.0,1.516,0.797,1.033
-68.915,50.704,0.0,0.951,0.422,1.708
-68.915,52.682,0.0,-0.215,-0.361,1.955
-68.915,54.66,0.0,-1.339,-1.255,0.795
-68.915,56.638,0.0,-0.928,-1.352,-1.145
-68.915,58.616,0.0,0.578,-0.702,-1.781
-68.915,60.594,0.0,1.603,-0.133,-1.188
-68.915,62.572,0.0,1.94,0.126,-0.471
-68.915,64.55,0.0,1.988,0.204,-0.074
-66.921,9.167,0.0,1.94,0.487,0.001
-66.921,11.145,0.0,1.947,0.457,0.047
-66.921,13.123,0.0,1.956,0.395,0.131
-66.921,15.101,0.0,1.965,0.308,0.208
-66.921,17.079,0.0,1.976,0.2,0.237
-66.921,19.057,0.0,1.99,0.066,0.186
-66.921,21.035,0.0,1.998,-0.082,0.053
-66.921,23.013,0.0,1.985,-0.201,-0.141
-66.921,24.991,0.0,1.957,-0.23,-0.342
-66.921,26.969,0.0,1.938,-0.139,-0.475
-66.921,28.947,0.0,1.941,0.031,-0.481
-66.921,28.947,0.0,1.955,0.393,0.154
-66.921,30.925,0.0,1.956,0.202,-0.365
-66.921,30.925,0.0,1.862,0.3,0.667
-66.921,32.903,0.0,1.965,0.319,-0.192
-66.921,32.903,0.0,1.324,0.194,1.486
-66.921,34.881,0.0,1.964,0.372,-0.05
-66.921,34.881,0.0,-0.06,0.312,1.975
-66.921,36.859,0.0,-1.47,0.927,0.99
-66.921,38.836,0.0,-1.039,1.557,-0.704
-66.921,40.814,0.0,0.453,1.563,-1.162
-66.921,42.792,0.0,1.404,1.234,-0.71
-66.921,44.77,0.0,1.747,0.95,-0.212
-66.921,46.748,0.0,1.816,0.823,0.153
-66.921,48.726,0.0,1.721,0.826,0.597
-66.921,50.704,0.0,1.293,0.8,1.299
-66.921,52.682,0.0,0.16,0.469,1.938
-66.921,54.66,0.0,-1.447,-0.294,1.349
-66.921,56.638,0.0,-1.65,-0.859,-0.733
-66.921,58.616,0.0,-0.008,-0.646,-1.893
-66.921,60.594,0.0,1.392,-0.195,-1.423
-66.921,62.572,0.0,1.902,0.07,-0.615
-66.921,64.55,0.0,1.989,0.17,-0.124
-64.928,7.189,0.0,1.941,0.483,0.0
-64.928,9.167,0.0,1.947,0.452,0.062
-64.928,11.145,0.0,1.952,0.377,0.218
-64.928,13.123,0.0,1.935,0.275,0.425
-64.928,15.101,0.0,1.896,0.167,0.615
-64.928,17.079,0.0,1.865,0.038,0.722
